"Sequence",0,1,2
"1176249_Kocuria_dechangensis-Micrococcales",-0.33163702,3.054328,3.279373
"2306967_Streptomyces_lichenis-Streptomycetales",4.4008465,0.7082874,3.236052
"1141647_Nocardia_arizonensis-Corynebacteriales",-0.67093503,-0.13612312,-0.19246817
"134602_Actinomadura_nitritigenes-Streptosporangiales",1.1750476,4.283576,-0.19326854
"2306975_Bifidobacterium_goeldii-Bifidobacteriales",-1.2566812,-1.1401591,6.9184265
"402600_Lentzea_xinjiangensis-Pseudonocardiales",0.20451254,0.3768746,-0.09314895
"52259_Streptomyces_humidus-Streptomycetales",4.713001,0.6148542,2.882895
"762211_Bifidobacterium_stellenboschense-Bifidobacteriales",-1.3224847,-1.213093,6.925497
"285453_Streptomyces_canarius-Streptomycetales",4.700106,0.5407406,3.014363
"2282477_Desertihabitans_aurantiacus-Propionibacteriales",0.41402805,2.0288713,2.954299
"1453103_Prauserella_shujinwangii-Pseudonocardiales",0.14644569,0.9483454,-0.6170287
"2175228_Ancrocorticia_populi-Actinomycetales",-0.5908302,1.8353555,3.8014255
"40571_Lentzea_albidocapillata-Pseudonocardiales",0.14935958,0.43750957,-0.11333537
"115433_Amycolatopsis_sacchari-Pseudonocardiales",0.13170862,0.94659996,-0.5671408
"2711217_Streptomyces_scabichelini-Streptomycetales",4.5280046,0.8252437,3.332673
"387890_Prauserella_aidingensis-Pseudonocardiales",0.31136638,1.2891551,-0.6039221
"2762236_Microbacterium_pullorum-Micrococcales",-1.0510567,3.8733237,2.8388083
"66375_Streptomyces_paradoxus-Streptomycetales",4.855277,0.4915918,3.1534567
"46161_Actinomadura_kijaniata-Streptosporangiales",1.2322145,4.210469,-0.25584388
"686624_Tessaracoccus_oleiagri-Propionibacteriales",-0.20035112,1.0727059,4.5279064
"319054_Janibacter_anophelis-Micrococcales",-0.363456,1.8035833,4.5103297
"2306585_Amnibacterium_setariae-Micrococcales",-0.91128075,3.4663308,2.7421815
"1714_Cellulomonas_uda-Micrococcales",-0.12594122,1.8864607,4.3102584
"2058780_Nocardioides_flavus-Propionibacteriales",-0.33967662,1.5384536,4.935324
"1708749_Tenggerimyces_flavus-Propionibacteriales",1.0060443,2.15737,2.2843428
"2478914_Aeromicrobium_phragmitis-Propionibacteriales",-0.0834617,1.7858863,4.252527
"356147_Nocardia_coubleae-Corynebacteriales",-0.6091105,-0.07886064,-0.2391324
"1960968_Bifidobacterium_italicum-Bifidobacteriales",-1.1827328,-0.8658453,6.641588
"2306976_Bifidobacterium_dolichotidis-Bifidobacteriales",-1.1909473,-0.5779339,6.3599973
"359359_Smaragdicoccus_niigatensis-Corynebacteriales",-0.6072962,-1.3719623,0.624851
"2681491_Arthrobacter_zhaoguopingii-Micrococcales",-0.3138368,3.3715668,2.7028022
"2320851_Arthrobacter_celericrescens-Micrococcales",-0.4502082,3.2140088,3.0477436
"68268_Streptomyces_showdoensis-Streptomycetales",4.462099,0.8385729,3.1235209
"1190417_Geodermatophilus_telluris-Geodermatophilales",0.7855892,2.2398815,0.7541039
"2800127_Prauserella_cavernicola-Pseudonocardiales",0.19199598,1.6240647,-0.937768
"1828112_Streptomyces_apricus-Streptomycetales",4.8736935,0.45091578,3.1485248
"228973_Xylanibacterium_ulmi-Micrococcales",-0.75413716,1.1289771,4.5548396
"2020965_Bifidobacterium_imperatoris-Bifidobacteriales",-1.3906813,-1.1172037,6.785308
"1196353_Streptomyces_wuyuanensis-Streptomycetales",4.495143,0.83129543,3.153896
"317018_Nesterenkonia_jeotgali-Micrococcales",-0.3206452,3.6149354,2.5330498
"1121721_Jongsikchunia_kroppenstedtii-Corynebacteriales",-0.4744264,-0.1620177,-0.025087833
"556548_Corynebacterium_freiburgense-Corynebacteriales",-0.15570974,-0.66919506,1.2834253
"146802_Nocardiopsis_alborubida-Streptosporangiales",1.1311026,3.1482296,0.15150714
"1210046_Janibacter_hoylei-Micrococcales",-0.40374005,1.7118143,4.4657593
"179095_Microbacterium_ulmi-Micrococcales",-1.1511996,4.075123,2.5934134
"415218_Marihabitans_asiaticum-Micrococcales",-0.5026097,1.2095351,4.6764817
"1523160_Labedella_endophytica-Micrococcales",-0.94561887,3.8974814,2.78195
"1689449_Tessaracoccus_rhinocerotis-Propionibacteriales",0.17198628,2.4268804,2.1322417
"1544741_Streptomyces_tyrosinilyticus-Streptomycetales",3.0948665,1.2859919,1.5755761
"411235_Streptacidiphilus_melanogenes-Streptomycetales",3.975293,0.8163857,2.7794683
"1268042_Galbitalea_soli-Micrococcales",-0.9003335,4.061409,2.5665298
"31943_Brevibacterium_iodinum-Micrococcales",-0.34155476,2.1030498,3.6056108
"131081_Corynebacterium_capitovis-Corynebacteriales",-0.38129926,-0.44567454,1.4126703
"1365628_Canibacter_oris-Micrococcales",-0.90758705,3.330321,2.4424691
"1783352_Lipingzhangella_halophila-Streptosporangiales",1.0392323,3.3929396,0.22971272
"1638988_Demequina_silvatica-Micrococcales",-0.65668464,1.6318424,3.7915425
"153494_Rarobacter_incanus-Micrococcales",-0.47386193,1.9797112,3.7509537
"2724184_Streptomyces_physcomitrii-Streptomycetales",4.363963,0.90552074,3.0986109
"37327_Nocardia_brevicatena-Corynebacteriales",-0.7181953,-1.486265,0.3862176
"67313_Streptomyces_lateritius-Streptomycetales",4.793056,0.48941317,3.1167452
"629680_Brevibacterium_sandarakinum-Micrococcales",-0.42792332,2.0149908,3.4810405
"2603600_Nonomuraea_typhae-Streptosporangiales",1.1845087,4.870023,-1.0109026
"2510978_Amycolatopsis_suaedae-Pseudonocardiales",0.2508788,0.79917806,-0.65986514
"2077092_Nocardia_suismassiliense-Corynebacteriales",-0.5726942,-0.20324683,-0.26293206
"1184607_Austwickia_chelonae-Micrococcales",0.27903563,2.3525164,2.7865982
"1778590_Pseudoclavibacter_endophyticus-Micrococcales",-0.65256846,3.2580676,2.7527566
"417948_Brevibacterium_album-Micrococcales",-0.54839146,2.2379198,3.483035
"453836_Glutamicibacter_soli-Micrococcales",-0.59068155,3.0431812,2.712985
"105425_Streptacidiphilus_albus-Streptomycetales",4.1072145,0.7468721,2.8597093
"2058291_Janibacter_massiliensis-Micrococcales",-0.5938691,1.7655239,4.3246927
"1856_Frankia_torreyi-Frankiales",1.0455295,2.699229,0.30782318
"422442_Terrabacter_aerolatus-Micrococcales",-0.29550982,1.6337401,4.524383
"105422_Streptacidiphilus_carbonis-Streptomycetales",4.149312,0.7720612,2.751189
"2571125_Streptomyces_piniterrae-Streptomycetales",4.151896,1.0085953,2.1770003
"404580_Nocardia_acidivorans-Corynebacteriales",-0.553218,0.30913293,-0.4722302
"52774_Actinomyces_slackii-Actinomycetales",-0.60363376,1.5001004,4.358686
"285446_Streptomyces_gelaticus-Streptomycetales",4.894205,0.4625309,3.0396833
"2212479_Mycobacterium_kyogaense-Corynebacteriales",-0.7051698,-1.9381485,0.33253598
"33919_Saccharothrix_coeruleofusca-Pseudonocardiales",0.15302509,0.5425195,-0.47057462
"1136497_Brevibacterium_siliguriense-Micrococcales",-0.2959541,2.0670822,3.639001
"1774748_Sediminivirga_luteola-Micrococcales",-0.5999781,3.4634647,2.3889208
"132249_Nocardia_veterana-Corynebacteriales",-0.77995515,-1.5344675,0.40783787
"2294115_Flexivirga_caeni-Micrococcales",-0.26766443,1.2200634,4.730945
"459816_Microbacterium_aquimaris-Micrococcales",-1.0980364,3.9142983,2.7690911
"525263_Corynebacterium_lipophiloflavum-Corynebacteriales",-0.18326211,-0.57366574,1.4972967
"291968_Acaricomes_phytoseiuli-Micrococcales",-0.2885704,3.1842368,2.945965
"173053_Phycicoccus_duodecadis-Micrococcales",-0.2148335,1.1119821,4.6262493
"67356_Streptomyces_resistomycificus-Streptomycetales",4.5929,0.79938483,3.4597979
"1260918_Mycobacterium_fragae-Corynebacteriales",-0.7168138,-2.860946,0.9323244
"42238_Streptomyces_neyagawaensis-Streptomycetales",4.5408983,0.85779905,3.401412
"587909_Amycolatopsis_arida-Pseudonocardiales",0.22440207,0.8811747,-0.3671813
"1841860_Mycobacterium_rhizamassiliense-Corynebacteriales",-0.77107203,-3.1595569,1.2558444
"633440_Nonomuraea_jiangxiensis-Streptosporangiales",1.1959828,4.6463804,-1.0015893
"592376_Agromyces_atrinae-Micrococcales",-1.199616,3.970858,2.6971781
"676200_Demequina_aurantiaca-Micrococcales",-0.7656988,1.5823495,3.984443
"1630162_Bifidobacterium_tissieri-Bifidobacteriales",-1.1563108,-0.39497352,6.267011
"53972_Rhodococcus_corynebacterioides-Corynebacteriales",-0.37685037,-0.33640015,-0.16728425
"284033_Streptomyces_indiaensis-Streptomycetales",4.8411527,0.5349444,3.0940704
"1124744_Kribbella_sindirgiensis-Propionibacteriales",1.1636853,2.3286095,2.2418797
"43665_Paenarthrobacter_ilicis-Micrococcales",-0.4232372,3.3390515,3.0835385
"1470358_Candidatus_Blastococcus-Geodermatophilales",0.9933547,2.2818992,0.7859585
"245836_Nocardiopsis_salina-Streptosporangiales",1.2262493,3.177725,0.37579393
"714136_Nonomuraea_endophytica-Streptosporangiales",1.2057028,4.752326,-1.0009687
"162393_Microbacterium_aurantiacum-Micrococcales",-1.1926448,3.978271,2.640429
"33984_Luteococcus_japonicus-Propionibacteriales",-0.5398865,1.1893438,4.72903
"512762_Kineococcus_xinjiangensis-Kineosporiales",0.7318708,3.164268,1.4387947
"2182797_Streptomyces_triticisoli-Streptomycetales",4.202162,0.8550221,3.3067713
"1162967_Diaminobutyricimonas_aerilata-Micrococcales",-0.9827187,3.613167,2.619171
"1724_Corynebacterium_renale-Corynebacteriales",-0.43934798,-0.4339677,1.2256556
"2596892_Streptomyces_acidicola-Streptomycetales",4.7368927,0.44934195,3.0202672
"36819_Amycolatopsis_azurea-Pseudonocardiales",0.42740306,0.8708929,-0.64604044
"2654337_Streptomyces_lycii-Streptomycetales",4.088911,0.8619316,2.288537
"1895_Streptomyces_avidinii-Streptomycetales",4.887411,0.58944637,3.0089276
"516124_Embleya_hyalina-Streptomycetales",2.740636,1.2736014,1.6770718
"1335421_Mycobacterium_intracellulare-Corynebacteriales",-0.8025167,-3.0898676,1.2785038
"907463_Longimycelium_tulufanense-Pseudonocardiales",0.38733795,0.40834826,-0.16014409
"1641992_Mycolicibacterium_lutetiense-Corynebacteriales",-0.6885587,-2.0663373,0.39026356
"46176_Nonomuraea_polychroma-Streptosporangiales",1.0848713,4.7967815,-1.0538006
"222534_Frankia_elaeagni-Frankiales",1.1442814,2.7405634,0.25772643
"43670_Cellulomonas_cellasea-Micrococcales",-0.11533058,1.7725303,4.1916876
"2784339_Nocardioides_acrostichi-Propionibacteriales",-0.5980948,2.1522129,4.344284
"684552_Agrococcus_carbonis-Micrococcales",-0.68981814,3.547044,2.595447
"56425_Mycobacterium_bohemicum-Corynebacteriales",-0.8375374,-3.14574,1.2693229
"2036000_Microbacterium_hibisci-Micrococcales",-1.1414201,4.0121956,2.807964
"1638992_Cellulosimicrobium_marinum-Micrococcales",-0.7705426,1.9573096,4.314988
"228600_Nocardia_araoensis-Corynebacteriales",-0.5567441,-0.2456435,-0.14146829
"1892869_Actinomyces_glycerinitolerans-Actinomycetales",-0.6762341,1.66097,4.4140835
"310781_Streptomyces_guanduensis-Streptomycetales",4.0634274,0.6251094,2.701978
"1461259_Leucobacter_japonicus-Micrococcales",-1.1863234,3.5942435,2.512882
"356145_Nocardia_ninae-Corynebacteriales",-0.57563734,-0.20375538,-0.26223826
"1960969_Bifidobacterium_criceti-Bifidobacteriales",-1.2165787,-0.8646126,6.636159
"1713_Oerskovia_turbata-Micrococcales",-0.64592624,1.932693,4.096225
"1787_Mycobacterium_szulgai-Corynebacteriales",-0.8772917,-3.212749,1.2652277
"2055946_Kocuria_tytonicola-Micrococcales",-0.66622746,3.3059232,3.010357
"1610840_Actinoplanes_bogorensis-Micromonosporales",0.32005364,3.6752546,-0.28329706
"1095025_Demequina_flava-Micrococcales",-0.6982297,1.8340609,3.893649
"1448794_Mycobacterium_tuberculosis-Corynebacteriales",-0.82253766,-3.1319437,1.1836101
"664640_Microbacterium_mitrae-Micrococcales",-1.2094259,4.021124,2.6268742
"362649_Microbacterium_thalassium-Micrococcales",-1.106938,4.0309296,2.949937
"208444_Amycolatopsis_vancoresmycina-Pseudonocardiales",0.27724665,0.8563305,-0.63029504
"518642_Streptomyces_nanshensis-Streptomycetales",3.5402544,1.4969671,2.7094347
"533267_Actinopolymorpha_alba-Propionibacteriales",0.86677426,2.479784,2.5042605
"36812_Mycobacterium_genavense-Corynebacteriales",-0.8833002,-2.9380856,1.0772607
"1678012_Streptomyces_monashensis-Streptomycetales",4.3414297,0.9569225,3.2662945
"1386092_Cellulomonas_carbonis-Micrococcales",-0.17450035,1.7386042,4.0680313
"1076331_Arsenicicoccus_dermatophilus-Micrococcales",-0.4947766,1.4900203,4.4583044
"225894_Glutamicibacter_ardleyensis-Micrococcales",-0.5141288,3.1733394,2.814073
"2561933_Leifsonia_flava-Micrococcales",-1.04792,3.8168032,2.6878953
"135950_Actinoplanes_nipponensis-Micromonosporales",0.2327159,3.2926316,0.14581919
"98668_Mycolicibacterium_septicum-Corynebacteriales",-0.7754283,-2.060774,0.40953588
"1882339_Tersicoccus_solisilvae-Micrococcales",-0.30751562,3.1117015,3.0412016
"948458_Actinotalea_ferrariae-Micrococcales",-0.43747652,2.5752952,3.474911
"2518372_Nocardioides_eburneiflavus-Propionibacteriales",-0.32010603,1.5518787,4.909485
"43354_Prauserella_rugosa-Pseudonocardiales",0.3805877,1.2096183,-0.55704427
"124285_Nocardiopsis_xinjiangensis-Streptosporangiales",1.1820492,3.2529907,0.3330574
"164348_Streptomyces_puniciscabiei-Streptomycetales",4.7037497,0.51031387,3.063412
"285458_Streptomyces_agglomeratus-Streptomycetales",4.311796,0.8597274,3.0978172
"2654677_Streptomyces_apocyni-Streptomycetales",3.8753936,1.103829,2.1635435
"661483_Marmoricola_ginsengisoli-Propionibacteriales",-0.050724387,1.4234667,4.759389
"485602_Actinophytocola_xinjiangensis-Pseudonocardiales",0.16510177,1.0149198,-0.62250113
"326424_Frankia_alni-Frankiales",0.9154981,2.646537,0.3659377
"413306_Saccharothrix_violaceirubra-Pseudonocardiales",0.10868049,0.49472558,-0.11971164
"1471590_Amycolatopsis_oliviviridis-Pseudonocardiales",0.4437173,0.89668965,-0.6560061
"61592_Corynebacterium_durum-Corynebacteriales",-0.09764069,-0.62321174,1.2422638
"1564159_Geodermatophilus_pulveris-Geodermatophilales",1.1342015,2.237255,0.78583217
"1287877_Micromonospora_jinlongensis-Micromonosporales",0.66064864,3.4064796,0.14627242
"1427538_Actinomadura_syzygii-Streptosporangiales",1.122399,4.4785743,-0.38537884
"310782_Streptomyces_paucisporeus-Streptomycetales",4.087535,0.7763421,2.7240908
"2798799_Streptomyces_poriferorum-Streptomycetales",4.784669,0.6383791,2.9607408
"58123_Spirillospora_albida-Streptosporangiales",1.0742856,4.226331,-0.2448008
"648752_Actinopolymorpha_pittospori-Propionibacteriales",0.83858216,2.379571,2.4699059
"330084_Amycolatopsis_jejuensis-Pseudonocardiales",0.28594488,0.7651583,-0.57978296
"1424081_Dactylosporangium_sucinum-Micromonosporales",0.35807616,3.181246,0.0790329
"2014537_Corynebacterium_belfantii-Corynebacteriales",-0.38057852,-0.65923023,1.3331032
"280240_Nocardiopsis_baichengensis-Streptosporangiales",1.234808,3.218553,0.19562864
"1798155_Bifidobacterium_aerophilum-Bifidobacteriales",-1.3529618,-1.0951519,6.852696
"722689_Kribbella_pittospori-Propionibacteriales",1.1464131,2.2385936,2.5531213
"146819_Streptomyces_europaeiscabiei-Streptomycetales",4.7700596,0.54217273,3.0719924
"1365924_Kibdelosporangium_banguiense-Pseudonocardiales",0.0806036,0.53954446,-0.35708857
"113571_Actinoplanes_rectilineatus-Micromonosporales",0.28931105,3.298734,-0.03617978
"547056_Actinokineospora_baliensis-Pseudonocardiales",0.074531734,0.8839052,-0.49970126
"85044_Williamsia_muralis-Corynebacteriales",-0.56801903,-0.58649147,0.17076826
"1524924_Pseudactinotalea_suaedae-Micrococcales",-0.5169946,1.7464226,4.017308
"589240_Micromonospora_pisi-Micromonosporales",0.7124315,2.8106194,0.27316952
"681158_Streptomyces_amritsarensis-Streptomycetales",4.3522925,1.0613284,3.033985
"1850_Actinopolyspora_halophila-Actinopolysporales",0.072879195,0.68963605,0.04459238
"2746961_Streptomyces_caniscabiei-Streptomycetales",4.5048685,0.77824235,3.3769257
"1881_Micromonospora_viridifaciens-Micromonosporales",1.0045716,2.8955572,0.34216905
"568844_Microbispora_hainanensis-Streptosporangiales",1.0739379,4.4300117,-0.52634907
"2231787_Actinomadura_craniellae-Streptosporangiales",0.9879369,4.1661844,-0.2415247
"412687_Intrasporangium_oryzae-Micrococcales",-0.25315833,1.5752891,4.662014
"36820_Gordonia_aichiensis-Corynebacteriales",-0.7407366,-1.2887356,0.57194114
"763782_Sphaerisporangium_krabiense-Streptosporangiales",1.0686405,4.264743,-0.6363287
"501483_Leucobacter_tardus-Micrococcales",-0.85396373,3.5099537,2.7321596
"1550616_Streptomyces_bambusae-Streptomycetales",4.25688,0.89367706,3.0791695
"685454_Dactylosporangium_siamense-Micromonosporales",0.5835253,3.110583,0.018827915
"1657_Actinobaculum_suis-Actinomycetales",-0.70597446,1.3856076,3.9760053
"33011_Cutibacterium_granulosum-Propionibacteriales",0.39392644,2.599927,2.0394206
"2823873_Pseudarthrobacter_albicanus-Micrococcales",-0.5461781,3.3417475,3.1919737
"714109_Phytomonospora_endophytica-Micromonosporales",0.38212514,3.0489762,0.18600082
"66423_Streptomyces_eurocidicus-Streptomycetales",4.2697344,0.8368647,2.2887585
"1464048_Micromonospora_parva-Micromonosporales",0.75870556,3.057552,0.38093615
"723879_Mycolicibacter_algericus-Corynebacteriales",-0.64655614,-0.28363776,-0.2662289
"154654_Mycobacterium_montefiorense-Corynebacteriales",-0.80182135,-2.9545636,1.1052434
"560556_Asanoa_hainanensis-Micromonosporales",0.60485566,2.5930765,0.19968343
"47865_Micromonospora_inositola-Micromonosporales",0.8361814,2.9334986,0.40009785
"40516_Gordonia_hydrophobica-Corynebacteriales",-0.5481117,-0.96818674,0.44112492
"145854_Micromonospora_pallida-Micromonosporales",0.7632114,3.210824,0.29812098
"67314_Streptomyces_lavendofoliae-Streptomycetales",4.4538136,0.7343639,3.2953413
"2836182_Acrocarpospora_catenulata-Streptosporangiales",1.3298212,4.3592978,-0.408561
"1716141_Streptomyces_jeddahensis-Streptomycetales",4.550996,0.7434033,3.3667877
"81942_Kitasatospora_cheerisanensis-Streptomycetales",3.878412,0.7494463,2.9021046
"2293568_Streptomyces_triticagri-Streptomycetales",3.9181054,0.907728,2.3243237
"1867775_Nocardioides_phosphati-Propionibacteriales",-0.48355925,1.484276,4.4014935
"2609562_Kineococcus_rubinsiae-Kineosporiales",0.5018877,3.0952897,1.2709268
"103836_Thermopolyspora_flexuosa-Streptosporangiales",1.1051245,4.3182955,-0.38488412
"168480_Gordonia_namibiensis-Corynebacteriales",-0.61663985,-1.4062939,0.60529876
"687207_Spinactinospora_alkalitolerans-Streptosporangiales",1.3139367,3.015494,0.099648714
"2038139_Glycomyces_xiaoerkulensis-Glycomycetales",0.8088402,1.4542861,0.89268017
"1070861_Bailinhaonella_thermotolerans-Streptosporangiales",1.2319518,4.28188,-0.58633304
"487172_Planotetraspora_thailandica-Streptosporangiales",1.1529717,4.25877,-0.59096956
"1562887_Frankia_coriariae-Frankiales",1.2054118,2.4931867,0.5509224
"1677852_Microbispora_camponoti-Streptosporangiales",1.1149503,4.3711147,-0.43930173
"76726_Pseudonocardia_hydrocarbonoxydans-Pseudonocardiales",0.13103157,0.411218,-0.24934125
"58351_Kitasatospora_kifunensis-Streptomycetales",3.992033,0.7234187,2.9121258
"75385_Micropruina_glycogenica-Propionibacteriales",0.66020733,2.1158013,2.5362458
"1817406_Streptomyces_marianii-Streptomycetales",4.4795837,0.8884071,3.1253054
"2806554_Microbispora_oryzae-Streptosporangiales",1.065572,4.345432,-0.6239011
"2593663_Myceligenerans_indicum-Micrococcales",-0.8661258,1.2052073,4.808037
"2855490_Arthrobacter_rhizosphaerae-Micrococcales",-0.43181193,3.2647364,3.0890408
"2725283_Gordonia_asplenii-Corynebacteriales",-0.62420225,-1.2859111,0.61006236
"1437612_Bifidobacterium_stercoris-Bifidobacteriales",-1.1930213,-0.9352101,6.571418
"352869_Nocardia_gamkensis-Corynebacteriales",-0.62584317,-0.20131743,-0.17843771
"47863_Micromonospora_globosa-Micromonosporales",0.7897691,3.020461,0.13941073
"246618_Bifidobacterium_thermacidophilum-Bifidobacteriales",-1.3631818,-0.9605012,6.7239733
"113564_Actinoplanes_ferrugineus-Micromonosporales",0.12199688,3.2090616,0.094181776
"1981512_Phytoactinopolyspora_halotolerans-Jiangellales",0.24780196,2.2386143,2.951866
"1496996_Stackebrandtia_endophytica-Glycomycetales",0.35549778,1.8753625,0.67179275
"405564_Actinopolyspora_xinjiangensis-Actinopolysporales",0.21380359,0.583448,-0.007859468
"709883_Micromonospora_zamorensis-Micromonosporales",0.78696674,3.070753,0.3560078
"500153_Streptomyces_avicenniae-Streptomycetales",3.3216658,1.2367038,2.6951904
"504798_Actinokineospora_alba-Pseudonocardiales",0.051776648,0.83273655,-0.5360985
"285574_Streptomyces_erythrochromogenes-Streptomycetales",4.324815,1.0547637,3.0299685
"709881_Micromonospora_cremea-Micromonosporales",0.71611965,2.9096937,0.34973454
"46180_Nonomuraea_rubra-Streptosporangiales",1.1476228,4.8090096,-1.0056739
"68182_Streptomyces_capillispiralis-Streptomycetales",4.5399714,0.81353784,3.3341627
"2762214_Corynebacterium_gallinarum-Corynebacteriales",-0.18929982,-0.30208623,1.4002275
"291594_Micromonospora_rifamycinica-Micromonosporales",0.70192033,3.087298,0.33208156
"438851_Lentzea_californiensis-Pseudonocardiales",0.15212202,0.41703793,-0.10480237
"2893887_Actinomycetospora_soli-Pseudonocardiales",0.047537625,0.32874608,0.12099481
"2676122_Galactobacter_valiniphilus-Micrococcales",-0.38230944,3.2988832,2.8574805
"661485_Marmoricola_pocheonensis-Propionibacteriales",-0.1744417,1.4719785,4.737461
"555059_Streptomyces_sedi-Streptomycetales",3.381838,1.4902645,2.6830428
"936338_Planobispora_siamensis-Streptosporangiales",1.2333407,4.805087,-0.9179485
"1929416_Kocuria_salina-Micrococcales",-0.3565129,3.2918823,2.9937074
"433647_Terrimesophilobacter_mesophilus-Micrococcales",-1.0064504,3.6090784,2.6707804
"795645_Sphaerisporangium_siamense-Streptosporangiales",1.146662,4.266248,-0.608927
"173560_Saccharothrix_algeriensis-Pseudonocardiales",0.19141787,0.45509553,-0.24554062
"2293719_Cellulomonas_rhizosphaerae-Micrococcales",-0.14314234,2.3291607,3.856724
"2686304_Streptomyces_broussonetiae-Streptomycetales",4.320859,0.9671062,3.2075162
"1816_Actinokineospora_fastidiosa-Pseudonocardiales",0.021902084,0.6139138,-0.11712122
"364298_Janibacter_hoylei-Micrococcales",-0.40374005,1.7118143,4.4657593
"882082_Saccharomonospora_cyanea-Pseudonocardiales",0.15461707,1.5985068,-0.7453344
"1990_Actinomadura_atramentaria-Streptosporangiales",1.1061742,4.381426,-0.30003333
"83302_Microbispora_corallina-Streptosporangiales",1.1923419,4.3942842,-0.4629376
"244735_Klugiella_xanthotipulae-Micrococcales",-0.94547164,4.000614,2.586328
"68221_Streptomyces_inusitatus-Streptomycetales",4.540801,0.84099495,3.2334764
"37926_Thermocrispum_municipale-Pseudonocardiales",0.19576192,0.85739005,-0.11528611
"1931232_Marinitenerispora_sediminis-Streptosporangiales",1.2153181,3.3071733,-0.027217865
"2749434_Amycolatopsis_pittospori-Pseudonocardiales",0.47599718,0.91611207,-0.6572156
"2799499_Antrihabitans_stalagmiti-Corynebacteriales",-0.5608007,-1.6621265,0.41255927
"1420889_Micromonospora_profundi-Micromonosporales",0.60875255,3.402324,0.07363868
"1631477_Microbacterium_rhizomatis-Micrococcales",-0.98236597,4.161451,2.6620626
"882452_Williamsia_limnetica-Corynebacteriales",-0.56336904,-0.5038183,0.18302608
"35622_Thermostaphylospora_chromogena-Streptosporangiales",1.1412499,4.349616,-0.7698653
"193384_Rhodoglobus_vestalii-Micrococcales",-0.9237349,3.4581292,2.7274277
"585224_Actinokineospora_cianjurensis-Pseudonocardiales",0.06717712,0.9360971,-0.44022536
"1841861_Mycobacterium_numidiamassiliense-Corynebacteriales",-0.8016826,-3.1410928,1.2234269
"1999_Planomonospora_venezuelensis-Streptosporangiales",1.2139298,4.790144,-0.9252119
"405782_Streptacidiphilus_anmyonensis-Streptomycetales",3.9771798,0.7881567,2.7767484
"519421_Actinocatenispora_rupis-Micromonosporales",0.39924955,2.643314,0.69022465
"2775081_Propioniciclava_soli-Propionibacteriales",0.35927284,2.4757543,2.4219203
"199709_Plantibacter_cousiniae-Micrococcales",-1.0658294,3.990027,2.5770245
"1894971_Micromonospora_radicis-Micromonosporales",0.74630153,3.1086893,0.15699601
"1776736_Nocardioides_astragali-Propionibacteriales",-0.22366452,1.5437531,4.9449053
"67257_Streptomyces_albus-Streptomycetales",4.4919877,0.7747789,3.2697096
"103618_Gleimia_coleocanis-Actinomycetales",-0.30148113,1.4423435,4.418735
"908250_Rhodococcus_trifolii-Corynebacteriales",-0.52014613,-0.48131132,-0.09937215
"28444_Herbidospora_cretacea-Streptosporangiales",1.163928,4.3600025,-0.37921023
"2016505_Parenemella_sanctibonifatiensis-Propionibacteriales",0.28550404,3.1901567,2.0454466
"436229_Streptacidiphilus_jeojiense-Streptomycetales",4.043603,0.8151066,2.7429361
"44060_Streptomyces_megasporus-Streptomycetales",3.569624,1.4279872,2.6585476
"2835305_Micromonospora_tarapacensis-Micromonosporales",0.6663873,3.2962232,-0.0011103153
"1616106_Nocardia_camponoti-Corynebacteriales",-0.44568813,-0.102916956,-0.031300068
"159449_Embleya_scabrispora-Streptomycetales",2.7376494,1.3020887,1.6819547
"2052656_Bifidobacterium_scaligerum-Bifidobacteriales",-1.3432674,-1.1667137,6.8698745
"2545717_Nocardia_colli-Corynebacteriales",-0.57304657,-0.19742286,-0.26986575
"556532_Rugosimonospora_africana-Micromonosporales",0.37491173,3.0710187,0.26320505
"470074_Mycobacterium_angelicum-Corynebacteriales",-0.8709595,-3.1697721,1.230849
"1271860_Actinokineospora_iranica-Pseudonocardiales",-0.007866383,0.77331823,-0.42522454
"395387_Curtobacterium_ammoniigenes-Micrococcales",-0.8879019,3.842525,2.8998709
"163202_Corynebacterium_appendicis-Corynebacteriales",-0.07568067,-0.54352903,1.537466
"1877_Micromonospora_echinospora-Micromonosporales",0.6850349,3.5801368,0.055471182
"145483_Frigoribacterium_faeni-Micrococcales",-0.9729363,3.7124116,2.7119277
"46164_Actinomadura_macra-Streptosporangiales",1.1268013,4.413235,-0.25502634
"83341_Gordonia_rhizosphera-Corynebacteriales",-0.7387619,-1.520464,0.51793766
"1816182_Streptosporangium_becharense-Streptosporangiales",1.2107801,4.8247824,-0.8272085
"55969_Leucobacter_komagatae-Micrococcales",-1.1985366,3.6556869,2.3824053
"1308924_Agromyces_bauzanensis-Micrococcales",-1.1179013,4.1923246,2.42883
"1193682_Actinokineospora_bangkokensis-Pseudonocardiales",-0.055039227,0.8457382,-0.46013045
"322601_Dermacoccus_barathri-Micrococcales",-0.37094283,1.0582334,4.4393563
"2571141_Streptomyces_oryziradicis-Streptomycetales",3.7274642,1.1286036,2.1267328
"35763_Acrocarpospora_corrugata-Streptosporangiales",1.2075784,4.5017385,-0.4920628
"67358_Streptomyces_roseolus-Streptomycetales",4.808439,0.4418001,3.0854168
"310353_Catellatospora_chokoriensis-Micromonosporales",0.36716098,3.334447,0.23076415
